Time,XS,YS,ZS,DXS,DYS,DZS,DDXS,DDYS,DDZS
#sec,km,km,km,m/s,m/s,m/s,m/s2,m/s2,m/s2
#Guidance reference release,,,,,,,,,
692,5906.451,9.043,2819.719,-3340.8,-13.2,6975.1,-10.26,-0.07,2.17
694,5899.749,9.017,2833.674,-3361.3,-13.4,6979.4,-10.25,-0.07,2.17
696,5893.006,8.990,2847.637,-3381.8,-13.6,6983.8,-10.24,-0.08,2.16
698,5886.222,8.962,2861.609,-3402.3,-13.8,6988.1,-10.24,-0.08,2.16
700,5879.397,8.935,2875.589,-3422.8,-13.9,6992.4,-10.23,-0.06,2.16
702,5872.500,8.907,2889.579,-3443.3,-14.1,6996.7,-10.22,-0.07,2.15
#S-IVB first guidance cutoff,,,,,,,,,
702.65,5870.290,8.897,2894.127,-3450.0,-14.2,6998.1,-10.21,-0.11,2.15
704,5865.625,8.878,2903.570,-3461.7,-14.2,6994.1,-8.38,0.01,-3.91
706,5858.685,8.850,2917.550,-3478.4,-14.2,6985.9,-8.32,0.01,-4.15
708,5851.711,8.821,2931.514,-3495.1,-14.2,6977.6,-8.31,0.01,-4.17
710,5844.705,8.793,2945.461,-3511.7,-14.2,6969.2,-8.30,-0.03,-4.19
712,5837.664,8.765,2959.391,-3528.4,-14.3,6960.8,-8.29,0.04,-4.18
#Parking orbit insertion,,,,,,,,,
712.65,5835.369,8.755,2963.914,-3533.8,-14.2,6958.1,-8.29,0.03,-4.18
